ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	vlan	inner_vlan
1476748536.670582	CaprlC4S3JrDUztXlj	172.17.3.200	16073	155.19.62.152	8090	tcp	http	0.004128	55	1620	SF	T	F	0	ShADadfF	7	427	7	1992	(empty)	365	-
1476748536.692939	CLhPcO1d3EiMlk5ua	172.17.3.201	8168	155.19.62.148	9240	tcp	http	0.002444	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748536.745875	CcrlYp1IzAiG2XTTi3	172.17.3.201	12541	155.19.62.148	9340	tcp	http	0.002009	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748836.825987	ClOlic1V4WZSifyLTi	172.17.3.200	10708	155.19.62.85	8090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748826.842505	CuHIvu4vf0inMe0dad	155.19.62.74	35471	214.3.88.60	53	udp	dns	0.000637	43	266	SF	F	F	0	Dd	1	71	2	322	(empty)	10	-
1476748831.862793	CGi7ky2Vdl1wVprxwj	172.17.3.201	13383	155.19.62.149	9240	tcp	-	0.002333	55	0	RSTOS0	T	F	0	SADR	8	479	0	0	(empty)	162	-
1476748775.098764	CRvZuO66QIHUDsRYd	147.248.1.35	63108	155.19.59.114	161	udp	snmp	1.769382	1491	1949	SF	F	F	0	Dd	14	1883	14	2341	(empty)	138	-
1476748536.869473	CF21Dq2P5pOTEf7RA4	172.17.3.201	34349	155.19.62.149	9240	tcp	-	0.002138	55	0	RSTO	T	F	0	SADTfR	10	583	1	52	(empty)	365	-
1476748831.792079	CqqHzt4KNKzHIoJMs7	146.55.29.16	28465	155.19.59.2	4900	tcp	-	0.083652	953514093	2245	SF	F	F	0	SAaDTdtFfR	22	3891	15	3119	(empty)	71	-
1476748826.901139	Ck25FD1gskFRBPMyb4	155.19.62.74	45849	214.3.88.60	53	udp	dns	0.000550	43	266	SF	F	F	0	Dd	1	71	2	322	(empty)	10	-
1476748831.912112	CoF2Db3pyKVkBVysJ9	172.17.3.200	7645	155.19.62.84	8090	tcp	-	0.002730	55	4294968917	RSTO	T	F	0	ShADTadtffRR	13	794	12	3882	(empty)	361	-
1476748534.741821	C75VrO2nrkLeZ297ma	155.19.62.138	1521	155.19.57.2	13924	tcp	-	2.178189	1607015414	3347	SH	F	F	0	HADTdaF	34	9090	5	604	(empty)	364	-
1476748836.928823	Caanp937Jse7XOfNn8	172.17.3.200	12659	155.19.62.84	8090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748836.980723	CJATux3zXjLxQpAsH6	172.17.3.201	42887	155.19.62.153	8090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748831.991325	CqTjqN3Kl8aeC8afok	172.17.3.201	41704	155.19.62.84	9010	tcp	-	0.000433	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748537.002843	Cd1DnF43YpzGHw0gW9	172.17.3.201	36970	155.19.62.149	9290	tcp	-	0.001567	55	565	SH	T	F	0	DdF	2	159	1	617	(empty)	365	-
1476748537.002529	CPDWZD2rxO1xwI6cRe	155.19.62.153	8090	172.17.3.201	54875	tcp	-	0.003541	225	55	OTH	F	T	0	HadD	2	337	5	315	(empty)	161	-
1476748832.006816	CQbiON2w3t3TRxayY4	172.17.3.200	51719	155.19.62.86	9095	tcp	-	0.005731	410	613	SF	T	F	467	ShADTadtfFF	12	1306	11	1359	(empty)	361	-
1476748837.029212	CwDC6m3mh3T81HJnj5	172.17.3.200	16223	155.19.62.150	9140	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748537.093254	CuGM6q3qnsv58EYAo9	172.17.3.200	46702	155.19.62.150	9140	tcp	http	0.004227	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748832.118142	CMogWn4Y7poXpI30E5	172.17.3.201	46000	155.19.62.148	9190	tcp	http	0.001340	1288039458	2158	RSTO	T	F	1368	ShADTadfRR	13	794	6	2478	(empty)	162	-
1476748537.119460	Cia9Yf17F2IthpKhzj	172.17.3.201	47205	155.19.62.148	9440	tcp	http	0.002300	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748537.121315	CAWDVo4nqzavzDUEA6	172.17.3.201	31791	155.19.62.148	9190	tcp	http	0.001980	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748777.176902	Cwb14w4R33Kq9L68bk	155.19.59.132	0	147.248.1.45	8	icmp	-	-	-	-	OTH	F	F	0	-	1	51	0	0	(empty)	107	-
1476748777.186006	CAx3ee1b0wUa5S6tG5	147.248.1.45	59565	155.19.59.169	161	udp	snmp	-	-	-	SHR	F	F	0	^d	0	0	1	150	(empty)	366	-
1476748777.183753	CH2uLM11YBURLyH9D1	147.248.1.45	59565	155.19.62.68	161	udp	snmp	0.019438	66	410	SF	F	F	0	Dd	1	94	3	494	(empty)	107	-
1476748777.202646	C5BBCT3vd3ORZGhygc	147.248.1.45	59565	155.19.59.124	161	udp	snmp	0.012021	412	266	SF	F	F	0	Dd	4	524	2	322	(empty)	107	-
1476748777.206379	C6K10h1zteDd7Ddl5g	147.248.1.45	59565	155.19.59.135	161	udp	snmp	0.009529	412	410	SF	F	F	0	Dd	4	524	3	494	(empty)	107	-
1476748777.204097	CBbneiZ6mHvfUQFll	147.248.1.45	59565	155.19.58.20	161	udp	snmp	0.012516	206	532	SF	F	F	0	Dd	2	262	4	644	(empty)	2115	-
1476748777.203099	CBqhfM3x5ZzCVB0rbh	147.248.1.45	59565	155.19.58.22	161	udp	snmp	0.013517	412	532	SF	F	F	0	Dd	4	524	4	644	(empty)	107	-
1476748777.222808	CGhHye1kT326TJrem1	147.248.1.45	59565	155.19.59.175	161	udp	snmp	0.007751	206	410	SF	F	F	0	Dd	2	262	3	494	(empty)	366	-
1476748777.223456	CIEU2q12ynyFU5qAZa	147.248.1.45	59565	155.19.59.176	161	udp	snmp	0.007666	414	268	SF	F	F	0	Dd	4	526	2	324	(empty)	366	-
1476748832.232110	CTAAwZ2HcDy4sI8fC7	172.17.3.201	47644	155.19.62.84	8090	tcp	-	0.002457	55	1048164599	SF	T	F	0	ShADadftfF	7	427	14	3986	(empty)	361	-
1476748537.235996	CB37YJ16ipumZWADE8	172.17.3.201	47512	155.19.62.84	8090	tcp	-	0.001196	4294967296	0	SF	T	F	0	ShAFFff	7	372	4	224	(empty)	361	-
1476748537.248438	CTM5Id1YmqaqfX3Ybh	172.17.3.201	19091	155.19.62.83	9090	tcp	-	0.000497	0	0	S1	T	F	0	ShA	2	112	1	60	(empty)	361	-
1476748837.254242	CC39nm41NXglM8uWnj	172.17.3.201	40294	155.19.62.84	8090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748837.255478	C86GxE2Vcjw1MqqEwa	172.17.3.201	65017	155.19.62.150	9340	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748837.278794	CZsqDk2gLwkDCSo1Bk	172.17.3.201	6751	155.19.62.148	9490	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748832.317841	CLXxnF31kd9AFMEqhg	172.17.3.201	19909	155.19.62.85	8090	tcp	-	0.002410	112244078	1342055061	SF	T	F	1342055116	ShADadffF	8	479	6	545	(empty)	162	-
1476748832.317878	CoZjIB19bTRBNQ0OPk	172.17.3.201	45076	155.19.62.148	9490	tcp	http	0.003737	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748746.523431	CdH2RG39oy4hMa7ao3	147.248.1.35	63108	155.19.59.119	161	udp	snmp	30.800805	2485	802	SF	F	F	0	Dd	23	3129	6	970	(empty)	107	-
1476748537.326347	ChzH9H3AfPKDq9ti2a	172.17.3.201	21507	155.19.62.148	9490	tcp	http	0.002244	55	2158	SF	T	F	565	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748837.358328	CbGZ1rHSz8HVd6Iz1	172.17.3.201	44695	155.19.62.150	9540	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748832.376105	C6Aniy3QUd0AitKlh9	172.17.3.201	34544	155.19.62.150	9540	tcp	http	0.002033	55	2158	RSTO	T	F	0	ShAaDdfR	7	427	6	2478	(empty)	365	-
1476748777.423656	CtPDkj3yPO9fUvKTyb	155.19.58.21	55205	224.0.0.99	19001	udp	-	-	-	-	S0	F	F	0	D	1	1398	0	0	(empty)	2115	-
1476748537.436336	CaUNOk1htUFR0BQt44	172.17.3.201	37721	155.19.62.152	8090	tcp	http	0.003909	55	1620	SF	T	F	0	ShADadfF	7	427	7	1992	(empty)	365	-
1476748777.468108	Cj4Gd52MWpaspzmun1	147.248.1.35	8	155.19.62.149	0	icmp	-	0.000511	23	23	OTH	F	F	0	-	1	51	1	51	(empty)	107	-
1476748832.478186	CKhQbtD7rmXa1wIL2	172.17.3.201	61319	155.19.62.151	9090	tcp	http	0.002755	890452285	2158	SF	T	F	1933	ShADdfFa	8	479	4	441	(empty)	162	-
1476748837.507458	Cj1euX1iZ5e0KIiAUf	155.19.58.20	58005	158.13.136.71	8140	tcp	-	-	-	-	S0	F	F	0	S	1	60	0	0	(empty)	2115	-
1476748837.509451	CrIudN8G0TQFXJ824	172.17.3.201	58650	155.19.62.149	9390	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748832.504631	Co0DDd2OALhc1xIddk	172.17.3.200	7060	155.19.62.87	9096	tcp	ssl	0.006636	410	2129131644	SF	T	F	2129131031	ShADTadtfFF	15	1608	15	2022	(empty)	361	-
1476748537.607462	CkyvbW1JhMIzKp7Av2	172.17.3.201	43525	155.19.62.149	9390	tcp	-	0.002623	4294967351	2159	S2	T	F	1594	ShADTdFF	8	479	2	677	(empty)	365	-
1476748537.608334	ChXyKmejgr0UVv59	172.17.3.201	65350	155.19.62.148	9090	tcp	http	0.002247	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748537.608116	CJybS74RZUWpzVMk05	172.17.3.201	56802	155.19.62.151	9490	tcp	-	0.003691	55	2158	RSTOS0	T	F	0	SadAR	5	268	3	946	(empty)	365	-
1476748837.640678	Cs8vha2zeFY0OPbgDk	172.17.3.201	61846	155.19.62.148	9140	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748777.633150	Ce97Y73gbh0vHLLHf	147.248.1.44	55174	155.19.62.84	161	udp	-	0.022210	340	0	S0	F	F	0	D	3	424	0	0	(empty)	107	-
1476748537.664357	CnUURG15ujT9T3fkNc	172.17.3.201	32223	155.19.62.148	9140	tcp	http	0.002261	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748832.703635	CBdddD2bOa5SC1aRlf	155.19.62.151	9540	172.17.3.201	55519	tcp	-	0.001797	2158	0	RSTR	F	T	0	HDaFr	4	1006	2	104	(empty)	161	-
1476748837.706620	CA7K0YLuR9EGGjuVh	172.17.3.201	56518	155.19.62.151	9540	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748832.713323	CrJHfk3KGusSUzZShb	172.17.3.201	54134	155.19.62.150	9290	tcp	http	0.001788	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748837.716603	CMl9M73uvbZmiVaC8f	155.19.59.171	44408	158.13.136.71	8140	tcp	-	-	-	-	S0	F	F	0	S	1	60	0	0	(empty)	366	-
1476748537.717378	C3ZIG21Nz2sMKyaeL1	155.19.62.151	9540	172.17.3.201	40647	tcp	-	0.002068	2158	0	SH	F	T	0	AFa	3	156	2	104	(empty)	161	-
1476748837.824625	CJQo4j2HA0Lv0ZRl0i	172.17.3.201	52543	155.19.62.148	9290	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748537.826918	CWzc7c3kQq0DKS6qqc	155.213.222.231	1556	155.19.59.4	38733	tcp	-	0.000439	1	1294711462	OTH	F	F	0	Aa	1	52	2	104	(empty)	351	-
1476748537.828220	CGyHIl3W5K2eiVnWF	172.17.3.201	59361	155.19.62.148	9290	tcp	http	0.002621	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748832.830992	Ck2fYK1N4MdK3vwz42	172.17.3.201	39274	155.19.62.150	9390	tcp	http	0.002105	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748537.836926	C4oj7Smszf6bSiOp7	172.17.3.201	20886	155.19.62.150	9390	tcp	http	0.003523	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748832.831989	CKTGL835BU4hvUyqa9	146.55.29.16	28466	155.19.59.2	4900	tcp	-	0.010169	1010	462837932	RSTO	F	F	865	ShadtDARf	5	401	18	4097	(empty)	351	-
1476748837.865344	CC1ORU1difVhR5yWIc	172.17.3.201	54738	155.19.62.148	9540	tcp	-	0.000001	0	0	S1	T	F	0	Hs^	1	60	1	60	(empty)	161	-
1476748830.911794	CvszLs1EgToZSJoF1g	147.248.1.45	57324	155.19.59.125	49154	tcp	dce_rpc	1.969269	9645	1362179362	SF	F	F	1362171404	ShADTadtFFff	91	21422	93	19355	(empty)	138	-
1476748831.592763	COqQH84rNZjNdcZNi7	155.19.59.171	44405	158.13.136.71	8140	tcp	-	1.371185	1013947912	848890152	SF	F	F	4226	ShadADtffTF	12	2335	20	9117	(empty)	366	-
1476748538.037476	C8nwwe2XyRE89PNy1f	172.17.3.201	35817	155.19.62.149	9140	tcp	-	0.002442	1913978335	2158	RSTO	T	F	0	SADadfR	9	531	4	998	(empty)	162	-
1476748538.062040	C2WTjjgdI9XDYeGA1	172.17.3.201	3717	155.19.62.150	9490	tcp	http	0.002042	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748538.097054	CQndjC32PNf6HBw9b9	172.17.3.201	34952	155.19.62.149	9190	tcp	-	0.002916	879611043	565	SF	T	F	0	SADdfFa	8	479	3	721	(empty)	162	-
1476748832.351132	CSE56t4dByS7omyTnc	147.248.1.45	57404	155.19.59.125	135	tcp	dce_rpc	0.768204	140	244	RSTO	F	F	0	ShADTdtRR	10	692	6	752	(empty)	138	-
1476748832.353341	C0vABbjzI9RAi4ZTb	147.248.1.45	57405	155.19.59.125	135	tcp	dce_rpc,ntlm	0.766130	1524	1886125811	SF	F	F	1886124455	ShADTdtaFFff	13	3580	12	3216	(empty)	138	-
1476748828.177178	CMSodxtSXFySxmzsc	155.19.62.147	34040	214.3.88.60	53	udp	dns	0.000738	80	194	SF	F	F	0	Dd	2	136	2	250	(empty)	10	-
1476748828.178158	CNTao02e4G0HPNnOwj	155.19.62.147	22385	214.3.88.60	53	udp	dns	0.000491	112	226	SF	F	F	0	Dd	2	168	2	282	(empty)	10	-
1476748828.178916	CPX6ii0o1Uafw3Zke	155.19.62.147	9531	214.3.88.60	53	udp	dns	0.000749	80	112	SF	F	F	0	Dd	2	136	2	168	(empty)	10	-
1476748778.182154	CwfKUs5Xr8A4Nfhn4	147.248.1.45	8	155.19.59.113	0	icmp	-	0.001294	23	46	OTH	F	F	0	-	1	51	2	102	(empty)	138	-
1476748775.158444	CANAUT3lTHsjDG0jCf	155.19.62.154	3	147.248.1.35	3	icmp	-	3.025222	468	0	OTH	F	F	0	-	6	636	0	0	(empty)	365	-
1476748778.163649	CQ8CcK3iTU33ApYeOg	147.248.1.45	59563	155.19.62.114	161	udp	snmp	0.022798	339	463	SF	F	F	0	Dd	3	423	3	547	(empty)	107	-
1476748778.186772	C5nIXp2rn22TLpGGnd	147.248.1.45	8	155.19.62.68	0	icmp	-	0.000425	46	23	OTH	F	F	0	-	2	102	1	51	(empty)	107	-
1476748833.248797	CLR6oe247JxWyv75Xj	172.17.3.201	5905	155.19.62.85	9010	tcp	-	0.000394	0	0	REJ	T	F	0	Sr	1	60	1	40	(empty)	162	-
1476748833.249094	Cn7tlr3QZ42uGaZr35	172.17.3.201	37670	155.19.62.85	9095	tcp	-	0.000469	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	162	-
1476748538.276840	CbsYOH2s65KGO1wCW9	172.17.3.201	22591	155.19.62.151	9290	tcp	-	0.003193	792363068	1934	SH	T	F	0	SADdFFa	11	690	3	2089	(empty)	162	-
1476748538.280741	CkoiTuEsiKi2LQQgj	147.248.1.45	49733	155.19.59.187	135	tcp	dce_rpc,ntlm	0.005061	1404	1356	OTH	F	F	0	^dDa	2	1484	3	1476	(empty)	107	-
1476748538.214961	C02Kvw1i1n5zZmmdSl	147.248.1.45	49704	155.19.59.179	135	tcp	dce_rpc	0.071937	140	0	RSTOS0	F	F	0	ADR	4	276	0	0	(empty)	366	-
1476748538.218223	CdbDC03vB6MnrA5bhj	147.248.1.45	49708	155.19.59.179	135	tcp	dce_rpc,ntlm	0.069127	1524	1356	SF	F	F	0	ShDAFaf	4	292	3	132	(empty)	366	-
1476748838.301500	CA8Ypf3VT0VckRmEql	172.17.3.201	59457	155.19.62.150	9090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748778.354049	Cvx3aL1iYnVGSDOjP	147.248.1.35	8	155.19.62.147	0	icmp	-	0.000411	46	46	OTH	F	F	0	-	2	102	2	102	(empty)	107	-
1476748833.399987	CagR5h4EJPhaGvjhz8	172.17.3.201	49686	155.19.62.150	9140	tcp	http	0.001920	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748838.405324	CIY0Pf2tlKfvWoJLS3	172.17.3.201	27460	155.19.62.150	9140	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748538.423693	CRDfvf1uKOsUW8I9Ql	172.17.3.201	39217	155.19.62.150	9140	tcp	http	0.002361	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748828.470268	COjQwY2YZDr7OWQvd4	155.19.58.20	42007	214.3.88.60	53	udp	dns	0.000734	80	194	SF	F	F	0	Dd	2	136	2	250	(empty)	10	-
1476748828.471287	Cxgg7746s9aRyNgOt6	155.19.58.20	34812	214.3.88.60	53	udp	dns	0.000630	112	226	SF	F	F	0	Dd	2	168	2	282	(empty)	10	-
1476748828.472106	C15fMD2iwrA8SKnuta	155.19.58.20	58871	214.3.88.60	53	udp	dns	0.000676	80	112	SF	F	F	0	Dd	2	136	2	168	(empty)	10	-
1476748778.202890	CaVoat14CyRifRR6v9	147.248.1.45	59563	155.19.59.116	161	udp	snmp	0.280862	1497	1176	SF	F	F	0	Dd	12	1833	8	1400	(empty)	107	-
1476748778.428690	CfsqVm2sElBzNxiYsc	147.248.1.44	55172	155.19.62.98	161	udp	snmp	0.099001	721	1091	SF	F	F	0	Dd	7	917	7	1287	(empty)	107	-
1476748833.532608	CQb12j11vD9G9vDutc	172.17.3.201	22028	155.19.62.150	9240	tcp	-	0.001536	55	2158	RSTO	T	F	0	SADTadfRR	13	794	5	2418	(empty)	365	-
1476748538.565259	CYMrw61sHThRL2fGUg	172.17.3.201	11980	155.19.62.150	9240	tcp	http	0.002072	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748828.612797	C8u4Ay2qU9aDBOz3Ik	155.19.59.130	47117	214.3.88.60	53	udp	dns	-	-	-	SHR	F	F	0	^d	0	0	1	93	(empty)	10	-
1476748833.104114	CIWxEX2zTJXEcx0a7h	147.248.1.44	50181	155.19.62.91	135	tcp	dce_rpc	0.532570	1502307179	804469632	RSTOS0	F	F	0	SADdTtR	7	548	3	444	(empty)	107	-
1476748833.111311	CQEH8E2ZaQ48tOrjhd	147.248.1.44	50182	155.19.62.91	135	tcp	dce_rpc,ntlm	0.527653	2018054465	1185290280	SF	F	F	2018055701	^hDadtFffA	3	240	8	1372	(empty)	361	-
1476748538.667932	CKjdYC1jpiWyTpATo4	155.19.62.151	9140	172.17.3.201	54172	tcp	-	0.002901	2158	0	SH	F	T	0	HADFa	4	1584	1	52	(empty)	161	-
1476748778.546679	CqaeMna7wneTrhfm	147.248.1.46	55244	155.19.62.157	161	udp	snmp	0.197123	528	2150	SF	F	F	0	^dD	4	640	14	2542	(empty)	365	-
1476748828.759881	CqA2q31atH58niARJk	155.19.62.131	30705	214.3.88.60	53	udp	dns	0.000668	80	97	SF	F	F	0	Dd	2	136	1	125	(empty)	364	-
1476748828.760885	CLAi6c220C3MQ03mwb	155.19.62.131	62495	214.3.88.60	53	udp	dns	0.000639	112	113	SF	F	F	0	Dd	2	168	1	141	(empty)	364	-
1476748828.761667	C5ydiH2SLkazsbeVme	155.19.62.131	52712	214.3.88.60	53	udp	dns	0.000822	40	112	SF	F	F	0	Dd	1	68	2	168	(empty)	364	-
1476748838.770478	CgmgDJz1HdkI5CiE9	155.19.62.147	35691	158.13.136.71	8140	tcp	-	-	-	-	S0	F	F	0	S	1	60	0	0	(empty)	365	-
1476748538.770922	C7kCjo2d86LNuEqNB2	172.17.3.201	49359	155.19.62.151	9190	tcp	-	0.004066	55	2158	OTH	T	F	0	ADad	3	211	2	669	(empty)	365	-
1476748838.786024	C8iKMfmFC4jjxZWv5	147.248.1.35	49199	155.19.62.91	135	tcp	-	-	-	-	S0	F	F	0	S	1	52	0	0	(empty)	107	-
1476748538.377812	C5jXWz4aaIrlPS9Ya6	147.248.1.45	49737	155.19.59.179	135	tcp	dce_rpc	0.414916	164	160	OTH	F	F	0	SDAd	4	196	1	200	(empty)	366	-
1476748838.809450	C9MA7M3xf5vvaO8r33	155.19.58.20	58006	158.13.136.71	8140	tcp	-	-	-	-	S0	F	F	0	S	1	60	0	0	(empty)	2115	-
1476748838.812545	CWcd5w3AtVjRnU20D8	147.248.1.45	57656	155.19.59.162	135	tcp	-	-	-	-	S0	F	F	0	S	1	52	0	0	(empty)	366	-
1476748538.812541	CnD93nCJik3ZV0p7j	172.17.3.200	58110	155.19.59.2	7799	tcp	-	0.009163	346	564	SF	T	F	0	ShADadfF	10	874	9	970	(empty)	351	-
1476748838.825859	CM7Pu81azE35XKMWy	147.248.1.45	57666	155.19.59.162	49154	tcp	-	-	-	-	S0	F	F	0	S	1	52	0	0	(empty)	107	-
1476748833.843659	CLJO3e2vGIrev0TLh	172.17.3.200	9805	155.19.62.83	8065	tcp	-	0.000168	0	0	REJ	T	F	0	Sr	1	60	1	40	(empty)	361	-
1476748833.846590	CLmcYn4eVSp0qyudo6	172.17.3.201	4962	155.19.62.151	9340	tcp	http	0.002178	55	2158	RSTO	T	F	1934	ShADTadR	9	586	3	389	(empty)	365	-
1476748828.856709	Cu8dzl1oD0rcfijted	155.19.59.171	38972	214.3.88.60	53	udp	dns	0.000814	40	194	SF	F	F	0	Dd	1	68	2	250	(empty)	366	-
1476748828.857663	CHqSbL2nn0CRHxfm81	155.19.59.171	55426	214.3.88.60	53	udp	dns	0.000751	56	113	SF	F	F	0	Dd	1	84	1	141	(empty)	366	-
1476748828.858654	Cf7nYT1TXVfkRPWdj8	155.19.59.171	36967	214.3.88.60	53	udp	dns	0.000798	40	56	SF	F	F	0	Dd	1	68	1	84	(empty)	366	-
1476748538.874385	CvWHXxtuDuj4dTjs6	172.17.3.201	43412	155.19.62.151	9340	tcp	-	0.002254	54	2159	SH	T	F	0	SADTdFa	8	534	2	329	(empty)	365	-
1476748767.210542	C74iQDSMaCxvBv1P1	147.248.1.44	55172	155.19.62.99	161	udp	snmp	11.682765	1716	2370	SF	F	F	0	Dd	16	2164	16	2818	(empty)	107	-
1476748828.897255	CWb1ix1DW7ii51Egqe	155.19.58.18	37383	214.3.88.60	53	udp	dns	0.000532	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748828.907090	CenAh20RRcMt0vbD9	155.19.58.18	39179	214.3.88.60	53	udp	dns	0.000486	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748838.908833	CRmTZoSAPNk84qFN3	172.17.3.200	52094	155.19.62.82	8065	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748828.921673	Cb9wix2tgGN5Qj627k	155.19.58.18	36577	214.3.88.60	53	udp	dns	0.000529	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748833.924076	C248u72tygjAUyBtPj	172.17.3.201	29768	155.19.59.130	9010	tcp	-	-	-	-	RSTOS0	T	F	0	R	1	40	0	0	(empty)	162	-
1476748833.924756	CsYgg22DmVf9WqAp2f	155.19.59.180	64983	155.29.177.139	5723	tcp	-	-	-	-	S0	F	F	0	S	1	48	0	0	(empty)	176	-
1476748538.933159	CTea9p1V1nHvqoQT09	155.19.59.3	7799	172.17.3.200	5675	tcp	-	0.002108	70	23	OTH	F	T	0	Dd	1	122	1	75	(empty)	161	-
1476748828.936055	CyKJkg1BrGF54DFTo7	155.19.58.18	43504	214.3.88.60	53	udp	dns	0.000716	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748833.937354	Cw74PwLuSkjryOx7b	155.19.62.85	9010	172.17.3.200	39751	tcp	-	0.000126	0	0	RSTOS0	F	T	0	RR	2	80	0	0	(empty)	361	-
1476748833.937100	CyKD2R35qA0EkIKUPf	172.17.3.200	25794	155.19.62.85	9095	tcp	-	0.000416	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	162	-
1476748833.943335	C9Ds9j1hn4SZyCZEa	172.17.3.200	59124	155.19.62.84	9050	tcp	-	0.000365	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748828.950752	CXurF74ImpHGHgH6lf	155.19.58.18	48213	214.3.88.60	53	udp	dns	0.000579	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	10	-
1476748832.348340	Co9Bhj43z7ABqCaCga	155.19.62.147	35688	158.13.136.71	8140	tcp	-	1.608335	4263	6306	SF	F	F	239	ShADTadtffFF	21	7268	28	14084	(empty)	522	-
1476748536.921784	CmzHtB2UHaI5DNSrY4	155.19.62.138	1521	155.19.57.2	13930	tcp	-	2.039325	6294	3849	SH	F	F	0	HADTdF	37	9263	5	1055	(empty)	364	-
1476748828.965550	Cm6zAQ33kWdXD1KDl3	155.19.58.18	44814	214.3.88.60	53	udp	dns	0.000612	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748538.976059	CLV3HT2zi5pNCHd4W4	155.19.62.151	9390	172.17.3.201	33960	tcp	-	0.001991	2159	55	OTH	F	T	0	HdADa	4	1584	2	159	(empty)	161	-
1476748828.981387	CJYGlU2pZwswuk8cBh	155.19.58.18	33404	214.3.88.60	53	udp	dns	0.001326	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748833.996322	Cqv6kV1B6yMoztrM5j	172.17.3.200	29373	155.19.62.82	8065	tcp	-	0.000310	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748833.996301	Cm8GP32Xo3isKWAEgk	172.17.3.200	42372	155.19.62.85	9050	tcp	-	0.000462	0	0	REJ	T	F	0	Sr	1	60	1	40	(empty)	162	-
1476748828.998613	CzKJOq2L9gA7PXU5Oe	155.19.58.18	32959	214.3.88.60	53	udp	dns	0.000513	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	2115	-
1476748829.013335	CU0cJm2OcwuZ8GsCm6	155.19.58.18	57396	214.3.88.60	53	udp	dns	0.000528	86	266	SF	F	F	0	Dd	2	142	2	322	(empty)	10	-
