ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	vlan	inner_vlan
1476748500.078532	CBL4VB2UweysLhiTM8	172.17.3.200	19847	155.19.62.150	9340	tcp	http	0.002028	55	2158	SF	T	F	0	ShAaDdfF	7	427	7	2530	(empty)	365	-
1476748795.077493	C0uASG3qfmhpq5FbT4	172.17.3.200	63858	155.19.62.150	9490	tcp	http	0.001892	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748500.078276	CdXxrm1ewsgKZPauO3	172.17.3.200	19247	155.19.62.149	9190	tcp	-	0.002353	55	0	SH	T	F	0	SAFa	4	216	1	52	(empty)	365	-
1476748795.077573	C3DdEOWcntYPcDdgl	172.17.3.200	53714	155.19.62.87	9095	tcp	-	0.006796	410	1683068276	SF	T	F	0	ShADadtffF	8	834	16	2074	(empty)	361	-
1476748795.084974	CsM0F72fBNJkcssoRc	172.17.3.200	41155	155.19.62.150	9340	tcp	http	0.001835	55	2158	RSTO	T	F	0	ShADTadfRR	13	794	6	2478	(empty)	365	-
1476748790.095448	ClKVga1I1rBBWWq8b2	10.10.164.99	35581	214.3.88.60	53	udp	dns	0.000797	102	216	SF	T	F	0	Dd	2	158	2	272	(empty)	10	-
1476748795.095602	CGK3e73GSgoWqoRyze	155.19.62.83	8065	172.17.3.201	56034	tcp	-	-	-	-	RSTOS0	F	T	0	R	1	40	0	0	(empty)	361	-
1476748795.095443	CMD5Zy1JmFDQraqhxd	172.17.3.201	35091	155.19.62.84	9050	tcp	-	0.000388	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748790.096351	CFVwGUxOnQ5QluNFh	10.10.164.99	34500	214.3.88.60	53	udp	dns	0.000428	44	252	SF	T	F	0	Dd	1	72	2	308	(empty)	10	-
1476748795.096549	CuwKsE3BSICg9pfXcc	172.17.3.200	47895	155.19.62.84	9010	tcp	-	0.000257	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748790.096976	C7HKorkx8WoU56aKl	10.10.164.99	54013	214.3.88.60	53	udp	dns	0.000627	35	70	SF	T	F	0	Dd	1	63	2	126	(empty)	10	-
1476748790.098681	Ch55zH3y4oZI1OPfd1	10.10.164.99	56084	214.3.88.62	53	udp	dns	0.001635	35	35	SF	T	F	0	Dd	1	63	1	63	(empty)	10	-
1476748790.100412	CpEg0V2saLpBcPECOf	10.10.164.99	63451	214.3.88.60	53	udp	dns	0.000571	35	70	SF	T	F	0	Dd	1	63	2	126	(empty)	10	-
1476748790.101363	CeiS5w2ruaSM224ou8	10.10.164.99	47952	214.3.88.62	53	udp	dns	0.001284	35	35	SF	T	F	0	Dd	1	63	1	63	(empty)	136	-
1476748800.181941	CBPPeB2rpWZ8AifIi4	172.17.3.200	48301	155.19.62.148	9290	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748800.182890	C9jbTCaq2N8zZjkCk	172.17.3.200	31270	155.19.62.84	9010	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748500.194253	CO7wfz3GhUbqFZaOe8	172.17.3.200	31774	155.19.62.84	8090	tcp	-	0.001082	4294967296	4294967296	SF	T	F	0	ShAFFff	7	372	4	224	(empty)	361	-
1476748500.194230	C87ijwiBBWVCMEu61	172.17.3.200	59782	155.19.62.83	9090	tcp	-	0.001346	1602888604	4294967296	SF	T	F	0	ShAFff	5	268	4	224	(empty)	162	-
1476748500.194595	CXa8ef1NOnHATOndsi	155.19.62.149	9540	172.17.3.200	36159	tcp	-	0.001771	2158	55	OTH	F	T	0	HaD	2	677	3	156	(empty)	161	-
1476748500.192769	CGat2D4FaTTzeqfB0b	155.19.59.132	33549	155.19.62.84	9100	tcp	http	0.002941	795	153	SF	F	F	0	ShADadtffF	6	1115	14	1050	(empty)	361	-
1476748800.197744	Cgc4TT2lqnX773Epw4	172.17.3.200	48409	155.19.62.148	9190	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748500.195949	CEyweTaFrhEwXmvS5	172.17.3.200	34687	155.19.62.150	9190	tcp	http	0.002222	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748795.203633	C5a7CD4xN8G3p0V4sk	172.17.3.200	43321	155.19.62.148	9290	tcp	http	0.002424	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748500.212268	C3m8ud2RgX7NNv3deb	172.17.3.200	62046	155.19.62.148	9190	tcp	http	0.002510	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748500.257211	CLF970362gJEuiIhSl	147.248.1.35	42737	155.19.62.92	135	tcp	dce_rpc,ntlm	0.011828	1522	1356	SF	F	F	824	ShADdtaFff	7	1814	12	3216	(empty)	361	-
1476748500.313236	Cx59Iz4sC9LGb0J5jf	172.17.3.200	65425	155.19.62.149	9490	tcp	-	0.001569	55	2158	SF	T	F	0	ADdfF	4	263	3	946	(empty)	365	-
1476748800.315011	CEGpqnU030njQV189	155.19.59.172	43370	158.13.136.71	8140	tcp	-	-	-	-	S0	F	F	0	S	1	60	0	0	(empty)	522	-
1476748790.319292	CNUPvA1H1I3WBgtqs9	155.19.62.84	24755	214.3.88.60	53	udp	dns	0.000460	40	194	SF	F	F	0	Dd	1	68	2	250	(empty)	10	-
1476748790.319949	CqopRwui6nbF5NHW8	155.19.62.84	29830	214.3.88.60	53	udp	dns	0.000534	56	226	SF	F	F	0	Dd	1	84	2	282	(empty)	10	-
1476748790.320780	CtqXHaT4f5UyXhNO2	155.19.62.84	19339	214.3.88.60	53	udp	dns	0.000863	40	112	SF	F	F	0	Dd	1	68	2	168	(empty)	10	-
1476748800.330751	CVViqtoqEjFoonu1h	172.17.3.200	21803	155.19.62.149	9240	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748500.339971	C4tskV1HdCj4Qaepva	172.17.3.200	60396	155.19.62.151	9240	tcp	-	0.006124	55	2158	SH	T	F	0	AadF	4	208	2	669	(empty)	365	-
1476748800.353893	Cz0xo22cqX5V9UQyL7	172.17.3.200	48304	155.19.62.151	9440	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748500.368361	Cc5wPm3f0K407wNHAe	155.19.62.151	9440	172.17.3.200	17294	tcp	-	0.003845	2158	0	SH	F	T	0	HADF	5	1058	0	0	(empty)	161	-
1476748740.380565	CXBn0l3QkjMMU1HCj	155.19.62.91	61560	224.0.0.99	19001	udp	-	-	-	-	S0	F	F	0	D	1	1398	0	0	(empty)	361	-
1476748800.423373	C4P3eq1EksnM4SK98a	172.17.3.200	40935	155.19.62.151	9290	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748462.775914	Ct3vSA1wf83tDygy18	155.19.59.162	53976	214.3.88.62	445	tcp	-	37.678216	2910	431363	OTH	F	F	0	AdD	19	1359	73	97160	(empty)	10	-
1476748790.492938	C46l4E4rABoCASeIfa	155.19.57.5	12467	214.3.88.60	53	udp	dns	0.001457	58	230	SF	F	F	0	Dd	1	86	2	286	(empty)	10	-
1476748790.494200	CMtokG1R7KnwGd77P9	155.19.62.147	25459	214.3.88.60	53	udp	dns	0.000542	40	194	SF	F	F	0	Dd	1	68	2	250	(empty)	10	-
1476748790.494560	C31XC32CMaih5dWAvi	155.19.57.5	54219	214.3.88.60	53	udp	dns	0.001320	74	262	SF	F	F	0	Dd	1	102	2	318	(empty)	10	-
1476748790.494952	CugzoM3GSEfA98dHT6	155.19.62.147	44389	214.3.88.60	53	udp	dns	0.000524	56	226	SF	F	F	0	Dd	1	84	2	282	(empty)	10	-
1476748790.495542	CS1LNXqp0vMoF9ps3	155.19.62.147	34908	214.3.88.60	53	udp	dns	0.000670	80	112	SF	F	F	0	Dd	2	136	2	168	(empty)	365	-
1476748790.496107	ClAxVg38yGs1RR2UJl	155.19.57.5	16990	214.3.88.60	53	udp	dns	0.001321	54	222	SF	F	F	0	Dd	1	82	2	278	(empty)	10	-
1476748790.497504	Ce9mwvj8ivDc9fuOl	155.19.57.5	60557	214.3.88.60	53	udp	dns	0.001451	70	254	SF	F	F	0	Dd	1	98	2	310	(empty)	10	-
1476748790.499204	CFiYmt4sU4Ct7AfCc8	155.19.57.5	30015	214.3.88.60	53	udp	dns	0.001337	98	212	SF	F	F	0	Dd	2	154	2	268	(empty)	10	-
1476748790.500583	CG5R7LNrywHe4rwP	155.19.57.5	50931	214.3.88.60	53	udp	dns	0.001398	65	244	SF	F	F	0	Dd	1	93	2	300	(empty)	10	-
1476748500.509442	CBRkQg1PtxQsmgRC64	172.17.3.200	22768	155.19.62.151	9390	tcp	http	0.003222	1228440073	2159	S2	T	F	1934	ShADdFF	9	531	2	337	(empty)	162	-
1476748500.510904	CBzJQs12ylz61uucP2	155.19.62.151	9290	172.17.3.200	6034	tcp	-	0.002187	2158	55	OTH	F	T	0	HdADa	3	729	3	211	(empty)	161	-
1476748795.552863	CWgY0p4mYj9y232Fbf	172.17.3.200	51799	155.19.62.150	9440	tcp	http	0.001894	55	2158	RSTO	T	F	0	ShADTadfRR	13	794	6	2478	(empty)	365	-
1476748795.552848	CjVErF3QiezXKKPW3a	172.17.3.200	50280	155.19.62.148	9240	tcp	http	0.002032	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748800.567113	CjQKD14Dmv8ByemRj6	172.17.3.200	40390	155.19.62.148	9240	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748500.569565	ChUYde08vBONVXXvh	172.17.3.200	4492	155.19.62.148	9240	tcp	http	0.002215	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748795.574712	CabkWN2mJH64YrEXEl	155.19.59.178	61100	155.29.177.139	5723	tcp	-	3.008787	0	0	S0	F	F	0	S	2	104	0	0	(empty)	176	-
1476748795.580787	CJdH3T29WtF9V1tEob	155.19.62.151	9340	172.17.3.200	26799	tcp	-	-	-	-	OTH	F	T	0	H	1	60	0	0	(empty)	161	-
1476748500.606763	COnbHT27uyvUgovFv2	172.17.3.201	58176	155.19.59.2	7799	tcp	ssl	0.003220	346	564	SF	T	F	0	ShADadfF	10	874	10	1092	(empty)	351	-
1476748795.607985	CSGyyd1r136bQNutme	155.19.59.111	26671	155.19.59.2	4900	tcp	-	0.008360	1060	31692273	SF	F	F	0	ShADadtFRff	14	1784	23	5421	(empty)	351	-
1476748795.612294	CDXkPV1GqL6Mi6eLQ1	155.19.62.68	43205	155.19.59.2	4900	tcp	ssl	0.012905	1058	711850640	SF	F	F	711848375	ShADTadtFFffRR	30	3648	24	5794	(empty)	351	-
1476748795.633114	CaJbv91vSNsUOQE0hi	172.17.3.200	26052	155.19.62.150	9390	tcp	http	0.002706	55	2158	RSTO	T	F	0	ShADTadfRR	13	794	6	2478	(empty)	365	-
1476748800.640069	CG91Tv2kfI2nmIZo3h	172.17.3.200	36937	155.19.62.150	9390	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748800.690648	CvN1p73DYTvWI28V7e	155.19.57.5	32077	10.10.164.102	22	tcp	-	-	-	-	S0	F	T	0	S	1	52	0	0	(empty)	135	-
1476748500.702884	CPom4A2H5wAbQGAF01	155.19.62.151	9490	172.17.3.200	34364	tcp	-	0.002590	2159	55	S3	F	T	0	HaAf	3	164	3	156	(empty)	161	-
1476748500.707825	CxHtMl2AZ6khV4JFo6	155.19.62.151	9190	172.17.3.200	62327	tcp	-	0.001876	2159	0	OTH	F	T	0	DaA	3	1749	1	52	(empty)	161	-
1476748800.725595	CLOmPJ2WokUdCPuR24	172.17.3.200	38605	155.19.62.151	9190	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748800.726373	Cf5Yxw2p7cL4F46LC7	172.17.3.200	57118	155.19.62.151	9490	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748800.743559	CN40oxvqmJsnjiUXb	172.17.3.200	24348	155.19.62.150	9290	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748795.757757	CiXXUg2UENnA99ABhi	172.17.3.201	13553	155.19.62.82	8065	tcp	-	0.000237	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748500.760709	CcotjZ3JW9k89sWcPb	172.17.3.201	6989	155.19.59.3	7799	tcp	-	0.003235	197	488	SHR	T	F	0	Ddaf	1	249	4	673	(empty)	351	-
1476748800.792522	CLyof14ZiOwDNto4Z	172.17.3.200	63179	155.19.62.151	9140	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748795.802529	CXurhi2Kx7Ks6Gx8ed	172.17.3.201	43145	155.19.62.84	9095	tcp	-	0.000554	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748795.805323	CksVmA2QzNhRtYhVna	172.17.3.200	57305	155.19.62.151	9140	tcp	-	0.000718	0	0	S0	T	F	0	Sa	1	60	1	52	(empty)	365	-
1476748800.825265	CTwzR82TkIR1dgGfdb	172.17.3.201	51171	155.19.62.84	9095	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748495.607523	Cg9J176SteYZYw60l	147.248.1.45	64600	155.19.59.183	49154	tcp	dce_rpc	5.221940	718146715	5083	S2	F	F	5647	ShADaTdF	37	8753	8	992	(empty)	107	-
1476748800.829566	CCvINFsqLi9Epd5r6	172.17.3.201	47471	155.19.62.82	8065	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748800.829465	C8ZowOJh1RArVLXH8	172.17.3.201	22484	155.19.59.3	7799	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748500.841231	CU5TlW3l3oLMyHeQah	172.17.3.200	56940	155.19.62.150	9290	tcp	http	0.003938	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748500.842653	CYAQZ91pdCgg4QUqPe	172.17.3.200	49265	155.19.62.151	9140	tcp	http	0.003562	2129225568	2158	RSTO	T	F	1369	ShADTadR	9	531	5	2426	(empty)	162	-
1476748795.857664	CMG8xeMfnNoNhOwe	172.17.3.201	8356	155.19.62.85	9050	tcp	-	0.000209	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748740.883782	CmUPeiA9GfxdTs5lk	10.10.164.103	0	147.248.1.46	8	icmp	-	-	-	-	OTH	T	F	0	-	1	51	0	0	(empty)	107	-
1476748740.906832	Ctv32u36svM9L6ju62	147.248.1.46	8	10.10.164.98	0	icmp	-	0.001035	23	46	OTH	F	T	0	-	1	51	2	102	(empty)	107	-
1476748740.948560	CgNUuZ36GkDVHSTbRa	147.248.1.45	8	155.19.62.103	0	icmp	-	0.001163	46	46	OTH	F	F	0	-	2	102	2	102	(empty)	107	-
1476748795.949711	C5nMzL1ZYHbOhbjWPe	172.17.3.200	59550	155.19.62.150	9240	tcp	http	0.003911	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748496.757297	CCYc6h3hoCsMrrezhk	147.248.1.45	64615	155.19.59.183	49154	tcp	dce_rpc	4.209710	11305	10526	SF	F	F	5992	ShADTadFf	82	17261	33	5866	(empty)	366	-
1476748497.701893	C8iPOO3wqukF5ztDm9	155.19.62.138	1521	155.19.57.2	13878	tcp	-	3.266114	147900300	4083	SH	F	F	0	HdADTF	34	10027	6	990	(empty)	364	-
1476748795.947526	ColDef2bvLhbx04C4e	155.19.59.51	61387	155.19.59.2	4900	tcp	-	0.021945	1025	1245189847	RSTO	F	F	1245190830	ShADTadtfRR	19	2021	14	3016	(empty)	351	-
1476748800.990849	CONJQn1GaPQb35s8w6	158.13.136.71	8140	155.19.59.171	44396	tcp	-	-	-	-	OTH	F	F	0	H	1	60	0	0	(empty)	522	-
1476748801.006772	ChR00U3EwyICqbEwp5	172.17.3.200	33848	155.19.62.150	9090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476745198.407887	CWXSi8491gD4iL43F5	155.19.57.5	24068	10.10.164.103	22	tcp	ssh	2.603439	1721	2584	SF	F	T	0	ShAdDaFf	12	2213	14	3156	(empty)	136	-
1476748738.297081	CDqRhfLHqSz6K2Q9l	147.248.1.35	63108	155.19.62.82	161	udp	snmp	2.741961	3544	2505	SF	F	F	0	Dd	34	4496	18	3009	(empty)	107	-
1476748501.071438	CZ3YRafNrmNxlJwgi	172.17.3.200	23108	155.19.62.150	9090	tcp	http	0.001536	55	2158	SF	T	F	1933	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748501.070772	CRZWOu42POEe5gefE7	172.17.3.200	49674	155.19.62.149	9090	tcp	-	0.002416	55	2158	SF	T	F	0	SdfF	2	112	4	2366	(empty)	365	-
1476748796.072805	CEoNLtbObxilcz2pd	172.17.3.200	39018	155.19.62.150	9090	tcp	http	0.001990	55	2158	RSTO	T	F	0	ShADTadfRR	12	742	6	2478	(empty)	365	-
1476748501.131693	CA36ke1rzRPdsXZFQ1	172.17.3.200	62605	155.19.62.149	9140	tcp	-	0.003396	615176116	2158	RSTO	T	F	226	ShADTadRR	9	531	4	2149	(empty)	162	-
1476748796.201328	C9U2H81KaLt6YQueUi	172.17.3.200	6420	155.19.62.149	9140	tcp	http	0.002034	859920279	2158	SF	T	F	0	ShADadfFF	12	742	6	1110	(empty)	162	-
1476748501.219624	CkTq5r4RslaRU2Eit1	172.17.3.200	42287	155.19.62.148	9390	tcp	http	0.002170	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748796.222325	CRSq461kPzhuMcFat9	172.17.3.200	7659	155.19.62.148	9540	tcp	http	0.001743	55	2158	RSTO	T	F	0	ShADTadfRR	13	794	6	2478	(empty)	365	-
1476748738.307921	CI9VyL3BYZOKp3AOC5	147.248.1.35	63108	155.19.62.138	161	udp	snmp	2.963613	2646	3785	SF	F	F	0	Dd	24	3318	27	4541	(empty)	107	-
1476748801.273754	CF9rGX32VLeALgLPD9	172.17.3.200	56254	155.19.62.148	9390	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748801.274036	C7sM4w4Ph4jbCI8ba5	172.17.3.200	37050	155.19.62.148	9540	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748801.334326	CZZbc22dg5f5KievSk	172.17.3.200	12895	155.19.62.148	9440	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748796.377078	CXjjcC3hUNMoSdSP7b	172.17.3.200	52503	155.19.62.84	9095	tcp	-	0.000331	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748796.377025	C05V3A3pwa7NBa80Y3	172.17.3.200	33530	155.19.62.148	9440	tcp	http	0.002044	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748501.388753	CP1WM72fCpFxpylvnk	172.17.3.200	8801	155.19.62.148	9440	tcp	http	0.002280	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748501.392018	CNUrY74nU9NPlGaY97	155.19.62.153	8090	172.17.3.200	25666	tcp	-	-	-	-	OTH	F	T	0	D	1	79	0	0	(empty)	161	-
1476748801.445175	C6VVa145zmkFAHio6j	172.17.3.200	9670	155.19.62.84	9095	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748738.430547	CAw16ObpfAUno6xi7	147.248.1.35	63108	155.19.62.153	161	udp	snmp	3.020297	652	2746	SF	F	F	0	Dd	5	792	20	3306	(empty)	365	-
1476748501.516727	C9ukWE4j7JFfJPOx0k	172.17.3.201	20086	155.19.62.150	9190	tcp	http	0.002438	55	2158	SF	T	F	0	ShADadfF	7	427	7	2530	(empty)	365	-
1476748796.527911	Cc0Tx94JE7BYYUCsP3	155.19.59.182	50126	155.29.177.137	5723	tcp	-	3.009462	0	0	S0	F	F	0	S	2	104	0	0	(empty)	176	-
1476748723.529966	CKPrtiaaEshS4EhDk	147.248.1.45	54502	155.19.59.132	161	udp	snmp	18.047750	2846	9894	SF	F	F	0	Dd	22	3462	59	11546	(empty)	139	-
1476748796.658938	CkLKLX1bORrQamvWU7	172.17.3.201	55109	155.19.62.82	9090	tcp	-	0.000858	0	0	SF	T	F	0	ShAFff	4	216	4	224	(empty)	361	-
1476748796.466827	CZuA1U28XTim8tQiq7	147.248.1.35	48422	155.19.59.162	135	tcp	dce_rpc	0.205148	140	38156497	RSTO	F	F	38156253	ShADTdtRR	9	652	6	752	(empty)	366	-
1476748796.471090	Cw4fS43zkL9e58SAs6	147.248.1.35	48423	155.19.59.162	135	tcp	dce_rpc,ntlm	0.200813	1524	24930708	SF	F	F	0	ShADdtaFff	7	1816	12	3216	(empty)	366	-
1476748801.689221	CzFsyY1LQyT3T79b87	172.17.3.201	57647	155.19.62.148	9240	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748501.732688	CvPFPn3zLosEom4lTb	172.17.3.201	37125	155.19.62.82	9090	tcp	-	0.000979	0	4294967296	SF	T	F	0	ShAFff	4	216	4	224	(empty)	361	-
1476748794.689289	CtN30C1OvdT5AePJi	155.19.57.2	15194	155.19.62.138	1521	tcp	-	2.073711	1837065767	464295625	SF	F	F	0	SAaDTdtFf	29	5296	38	9830	(empty)	135	-
1476748741.664623	CFX9Qc2zEfXrV4kN2b	147.248.1.35	63108	155.19.59.134	161	udp	snmp	0.124448	213	282	SF	F	F	0	Dd	2	269	2	338	(empty)	139	-
1476748796.790639	C9rDLGhQKpXRNQ1j	155.19.59.132	34486	155.19.59.2	4900	tcp	-	0.010483	2138333042	2265	SF	F	F	330	ShADadTFRfRR	22	3073	12	2897	(empty)	139	-
1476748796.832843	CpZ94XZJ8aVTD7NDc	172.17.3.200	50907	155.19.62.85	8090	tcp	-	0.005076	55	4294969328	RSTO	T	F	55	ShADTadtfR	8	479	8	2905	(empty)	361	-
1476748501.853486	CD7e1z1qsZge0yqp1h	172.17.3.201	9951	155.19.62.149	9240	tcp	-	0.002681	54	2159	S2	T	F	1934	ShADTadF	9	531	3	389	(empty)	365	-
1476748681.961338	CKRsan45rXXfgxJHLb	147.248.1.35	8	155.29.191.3	0	icmp	-	59.896260	46	92	OTH	F	F	0	-	2	102	4	204	(empty)	14	-
1476748794.829292	CVjVyQ2qw1qmdhjRI	147.248.1.44	49205	155.19.62.92	49154	tcp	dce_rpc	2.038342	358534939	1095785620	SF	F	F	1095790283	ShADTadtFf	40	8834	33	6019	(empty)	107	-
1476748501.925038	C1jZGNPXsAYsUcBy3	172.17.3.200	39330	155.19.62.84	8090	tcp	http	0.002187	55	1621	SF	T	F	0	ShADadtffF	7	427	14	3986	(empty)	361	-
1476748796.936657	CKcg162tslUPphcLNf	172.17.3.200	12700	155.19.62.84	8090	tcp	http	0.002137	55	944381420	SF	T	F	0	ShADadtffF	7	427	14	3986	(empty)	361	-
1476748733.456981	CjaWLK28JoaKpeLud4	147.248.1.46	57752	155.19.62.158	161	udp	snmp	8.530197	2228	270	SF	F	F	0	Dd	19	2760	2	326	(empty)	107	-
1476748796.988917	Cdpuf7iPrCpYczY8	172.17.3.201	28786	155.19.62.84	9010	tcp	-	0.000289	0	0	REJ	T	F	0	Srr	1	60	2	80	(empty)	361	-
1476748741.870595	CEqfqg2qfCXigBmls4	147.248.1.45	54502	155.19.62.115	161	udp	snmp	0.151278	1562	1958	SF	F	F	0	Dd	12	1898	12	2294	(empty)	107	-
1476748797.019961	CgdZO84bL0ap1ZdcXl	155.19.59.138	46791	155.19.59.2	4900	tcp	-	0.011929	1037869180	2265	SF	F	F	0	ShADTadFFfR	23	3173	12	2897	(empty)	139	-
1476748792.065863	C6GgLq1ifKuDFXbDQ3	155.19.58.18	52668	214.3.88.60	53	udp	dns	0.000459	80	194	SF	F	F	0	Dd	2	136	2	250	(empty)	2115	-
1476748792.066538	CrAeOf2SCB12cS5B96	155.19.58.18	58729	214.3.88.60	53	udp	dns	0.000537	112	226	SF	F	F	0	Dd	2	168	2	282	(empty)	2115	-
1476748792.067121	C4Jcah4QXaeidtSOt5	155.19.58.18	37901	214.3.88.60	53	udp	dns	0.001144	80	112	SF	F	F	0	Dd	2	136	2	168	(empty)	2115	-
1476748802.084817	CZyr2p2iusoY3OX4ba	172.17.3.201	20421	155.19.62.85	8090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748797.080072	CDQh9B40m5ntNfloYa	155.19.59.116	27888	155.19.59.2	4900	tcp	ssl	0.009889	1060	1117123677	SF	F	F	1117121412	ShADadtTFFffRR	28	3457	24	5794	(empty)	351	-
1476748502.098267	C4sXLb1zx4SCu2ZNo3	172.17.3.201	31302	155.19.62.85	8090	tcp	-	0.001389	390057766	3411216537	SF	T	F	0	ShAFFf	6	320	3	172	(empty)	162	-
1476748502.098478	CXAaZlvZC5iAF1GT5	172.17.3.201	48701	155.19.62.148	9190	tcp	http	0.002229	55	2158	SF	T	F	0	ShADTadfFF	13	794	7	2530	(empty)	365	-
1476748502.103331	CdHpmz1zmyoaeFCw03	172.17.3.201	56280	155.19.62.149	9340	tcp	-	0.003515	1029467757	2158	RSTO	T	F	0	SADTdfRR	11	635	2	329	(empty)	162	-
1476748797.108271	CBfsFV3Qx1QbOigob9	172.17.3.201	25078	155.19.62.148	9440	tcp	http	0.001378	55	2158	RSTO	T	F	0	ShAaDdRf	7	427	6	2478	(empty)	365	-
1476748797.108553	CgZ5jbnrCwPG45s54	172.17.3.201	10378	155.19.62.148	9190	tcp	http	0.001304	55	2158	RSTO	T	F	0	ShADadfR	7	427	6	2478	(empty)	365	-
1476748741.782115	CGb2GK3F2SPz4PIPh4	147.248.1.35	63108	155.19.62.115	161	udp	snmp	0.364381	428	1138	SF	F	F	0	Dd	4	540	8	1362	(empty)	363	-
1476748797.153501	CWCdyC14qpvQ1z5Lte	155.19.59.117	40697	155.19.59.2	4900	tcp	-	0.009683	1060	644096037	SF	F	F	0	ShADadtFRff	14	1784	23	5311	(empty)	351	-
1476748682.510886	CMUcv91X3ax2c0OeDe	147.248.1.35	8	10.10.164.102	0	icmp	-	59.690633	46	46	OTH	F	T	0	-	2	102	2	102	(empty)	136	-
1476748802.209320	CAGAdXTvSJbU6wJk2	172.17.3.201	56205	155.19.62.148	9390	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748802.210070	CZlUcB4eLP6C9qxF1j	172.17.3.201	39356	155.19.62.84	8090	tcp	-	-	-	-	S0	T	F	0	S	1	60	0	0	(empty)	162	-
1476748742.213266	CzD10NRLEQMtd9ep7	147.248.1.45	8	155.19.59.5	0	icmp	-	-	-	-	OTH	F	F	0	-	1	51	0	0	(empty)	107	-
1476748742.216550	CGVArt24Fuqt40A36a	155.19.59.174	0	147.248.1.45	8	icmp	-	-	-	-	OTH	F	F	0	-	1	51	0	0	(empty)	366	-
1476748502.217487	Cq6EXBBJlpofNBFpe	172.17.3.201	60380	155.19.62.149	9440	tcp	-	0.002969	55	2158	RSTO	T	F	2158	ShADTfR	8	479	2	112	(empty)	365	-
1476748797.221456	C5arE2vLtReLiUc55	172.17.3.201	40915	155.19.62.84	8090	tcp	http	0.002180	55	1621	RSTO	T	F	0	ShADadtffR	7	427	12	3882	(empty)	361	-
